id_fuente,fila_extraida,id_operador,periodo,id_producto,canal,volumen_original_m3,unidad_original,cantidad_venta,unidad_venta,precio_promedio_con_impuestos_ars,precio_surtidor_ars,origen
F064120,64120,O005,2025-03-01,P003,Al público,75.87,m3,75870.00,L,1560.00,1560.00,real_con_conversion
F064121,64121,O005,2025-03-01,P006,Al público,49.50,m3,49500.00,L,1523.00,1523.00,real_con_conversion
F065784,65784,O015,2025-04-01,P005,Al público,187.21,m3,187210.00,L,1251.96,1252.00,real_con_conversion
F065785,65785,O015,2025-04-01,P001,Al público,84775.00,m3,84775.00,m3,509.00,509.00,real_con_conversion
F065786,65786,O015,2025-04-01,P003,Al público,35.86,m3,35860.00,L,1174.39,1496.00,real_con_conversion
F065787,65787,O015,2025-04-01,P002,Al público,57.32,m3,57320.00,L,1237.00,1237.00,real_con_conversion
F065788,65788,O015,2025-04-01,P006,Al público,65.26,m3,65260.00,L,1197.52,1531.00,real_con_conversion
F068365,68365,O018,2025-04-01,P006,Al público,5.06,m3,5060.00,L,1639.00,1639.00,real_con_conversion
F068366,68366,O018,2025-04-01,P002,Al público,52.67,m3,52670.00,L,1418.46,1419.00,real_con_conversion
F068367,68367,O018,2025-04-01,P005,Al público,31.60,m3,31600.00,L,1339.00,1339.00,real_con_conversion
F068368,68368,O018,2025-04-01,P003,Al público,19.00,m3,19000.00,L,1659.00,1659.00,real_con_conversion
F068620,68620,O002,2025-04-01,P006,Al público,85.97,m3,85970.00,L,1623.00,1623.00,real_con_conversion
F068621,68621,O002,2025-04-01,P003,Al público,58.75,m3,58750.00,L,1662.00,1662.00,real_con_conversion
F068622,68622,O002,2025-04-01,P002,Al público,16.15,m3,16150.00,L,1388.00,1388.00,real_con_conversion
F068623,68623,O002,2025-04-01,P007,Al público,178.45,m3,178450.00,L,1334.00,1334.00,real_con_conversion
F070231,70231,O013,2025-04-01,P003,Al público,15.97,m3,15970.00,L,1659.00,1659.00,real_con_conversion
F070232,70232,O013,2025-04-01,P007,Al público,121.81,m3,121810.00,L,1337.00,1337.00,real_con_conversion
F070233,70233,O013,2025-04-01,P002,Al público,11.26,m3,11260.00,L,1399.00,1399.00,real_con_conversion
F070234,70234,O013,2025-04-01,P006,Al público,36.36,m3,36360.00,L,1623.00,1623.00,real_con_conversion
F070745,70745,O010,2025-04-01,P001,Al público,109117.00,m3,109117.00,m3,569.00,569.00,real_con_conversion
F070746,70746,O010,2025-04-01,P006,Al público,25.51,m3,25510.00,L,1511.00,1511.00,real_con_conversion
F070747,70747,O010,2025-04-01,P002,Al público,28.29,m3,28290.00,L,1219.00,1219.00,real_con_conversion
F070748,70748,O010,2025-04-01,P007,Al público,177.45,m3,177450.00,L,1234.00,1234.00,real_con_conversion
F070749,70749,O010,2025-04-01,P003,Al público,39.33,m3,39330.00,L,1478.00,1478.00,real_con_conversion
F071419,71419,O006,2025-04-01,P002,Al público,116.98,m3,116980.00,L,1308.93,1309.00,real_con_conversion
F071420,71420,O006,2025-04-01,P006,Al público,69.43,m3,69430.00,L,1551.78,1552.00,real_con_conversion
F071421,71421,O006,2025-04-01,P003,Al público,114.12,m3,114120.00,L,1526.95,1527.00,real_con_conversion
F071422,71422,O006,2025-04-01,P004,Al público,2.34,m3,2340.00,L,1309.00,1309.00,real_con_conversion
F071423,71423,O006,2025-04-01,P007,Al público,294.89,m3,294890.00,L,1292.20,1293.00,real_con_conversion
F071424,71424,O006,2025-04-01,P001,Al público,133.18,m3,133.18,m3,849.00,849.00,real_con_conversion
F071680,71680,O008,2025-04-01,P002,Al público,29.83,m3,29830.00,L,1322.91,1323.00,real_con_conversion
F071681,71681,O008,2025-04-01,P003,Al público,10.65,m3,10650.00,L,1579.65,1586.00,real_con_conversion
F071682,71682,O008,2025-04-01,P007,Al público,4.37,m3,4370.00,L,1534.90,1543.00,real_con_conversion
F071683,71683,O008,2025-04-01,P006,Al público,39.10,m3,39100.00,L,1279.77,1282.00,real_con_conversion
F073457,73457,O001,2025-04-01,P001,Al público,81303.70,m3,81303.70,m3,659.00,659.00,real_con_conversion
F073458,73458,O001,2025-04-01,P003,Al público,122.99,m3,122990.00,L,1535.56,1414.00,real_con_conversion
F073459,73459,O001,2025-04-01,P006,Al público,166.68,m3,166680.00,L,1550.86,1459.00,real_con_conversion
F073460,73460,O001,2025-04-01,P002,Al público,49.19,m3,49190.00,L,1299.98,1262.00,real_con_conversion
F073461,73461,O001,2025-04-01,P007,Al público,302.35,m3,302350.00,L,1289.96,1265.00,real_con_conversion
F073462,73462,O001,2025-04-01,P004,Al público,4.99,m3,4990.00,L,1456.06,1500.00,real_con_conversion
F077601,77601,O014,2025-04-01,P002,Al público,48.61,m3,48610.00,L,868.75,1248.00,real_con_conversion
F077602,77602,O014,2025-04-01,P003,Al público,29.89,m3,29890.00,L,1081.89,1512.00,real_con_conversion
F077603,77603,O014,2025-04-01,P007,Al público,167.79,m3,167790.00,L,830.96,1265.00,real_con_conversion
F077604,77604,O014,2025-04-01,P006,Al público,43.69,m3,43690.00,L,1061.90,1556.00,real_con_conversion
F077605,77605,O014,2025-04-01,P001,Al público,80684.00,m3,80684.00,m3,410.15,514.90,real_con_conversion
F077606,77606,O014,2025-04-01,P004,Al público,2.13,m3,2130.00,L,780.25,1248.00,real_con_conversion
F078696,78696,O017,2025-04-01,P006,Al público,46.77,m3,46770.00,L,1551.90,1552.00,real_con_conversion
F078697,78697,O017,2025-04-01,P002,Al público,203.09,m3,203090.00,L,1323.30,1309.00,real_con_conversion
F078698,78698,O017,2025-04-01,P003,Al público,117.83,m3,117830.00,L,1531.32,1527.00,real_con_conversion
F078699,78699,O017,2025-04-01,P004,Al público,4.50,m3,4500.00,L,1286.12,1286.00,real_con_conversion
F078700,78700,O017,2025-04-01,P007,Al público,133.76,m3,133760.00,L,1290.71,1293.00,real_con_conversion
F078701,78701,O017,2025-04-01,P001,Al público,56561.00,m3,56561.00,m3,750.00,750.00,real_con_conversion
F081589,81589,O003,2025-04-01,P003,Al público,27.39,m3,27390.00,L,1599.00,1599.00,real_con_conversion
F081590,81590,O003,2025-04-01,P006,Al público,4.69,m3,4690.00,L,1533.00,1533.00,real_con_conversion
F081591,81591,O003,2025-04-01,P007,Al público,105.07,m3,105070.00,L,1298.97,1298.97,real_con_conversion
F081592,81592,O003,2025-04-01,P002,Al público,192.71,m3,192710.00,L,1325.00,1325.00,real_con_conversion
F082636,82636,O016,2025-04-01,P003,Al público,15.57,m3,15570.00,L,1590.00,1590.00,real_con_conversion
F082637,82637,O016,2025-04-01,P006,Al público,7.56,m3,7560.00,L,1552.66,1553.00,real_con_conversion
F082638,82638,O016,2025-04-01,P002,Al público,86.16,m3,86160.00,L,1345.93,1346.00,real_con_conversion
F082639,82639,O016,2025-04-01,P007,Al público,58.04,m3,58040.00,L,1291.78,1292.00,real_con_conversion
F082870,82870,O004,2025-04-01,P002,Al público,38.30,m3,38300.00,L,1420.57,1421.00,real_con_conversion
F082871,82871,O004,2025-04-01,P003,Al público,24.35,m3,24350.00,L,1662.45,1663.00,real_con_conversion
F082872,82872,O004,2025-04-01,P006,Al público,17.99,m3,17990.00,L,1623.71,1624.00,real_con_conversion
F082873,82873,O004,2025-04-01,P007,Al público,118.47,m3,118470.00,L,1296.54,1297.00,real_con_conversion
F083879,83879,O009,2025-04-01,P006,Al público,2.14,m3,2140.00,L,1624.00,1624.00,real_con_conversion
F083883,83883,O009,2025-04-01,P003,Al público,12.00,m3,12000.00,L,1662.00,1662.00,real_con_conversion
F083884,83884,O009,2025-04-01,P007,Al público,84.00,m3,84000.00,L,1334.00,1334.00,real_con_conversion
F083885,83885,O009,2025-04-01,P002,Al público,47.90,m3,47900.00,L,1388.00,1388.00,real_con_conversion
F083981,83981,O007,2025-04-01,P002,Al público,103.02,m3,103020.00,L,1323.00,1323.00,real_con_conversion
F083982,83982,O007,2025-04-01,P007,Al público,221.76,m3,221760.00,L,1274.00,1274.00,real_con_conversion
F083983,83983,O007,2025-04-01,P006,Al público,24.53,m3,24530.00,L,1550.00,1550.00,real_con_conversion
F083984,83984,O007,2025-04-01,P003,Al público,70.33,m3,70330.00,L,1593.00,1593.00,real_con_conversion
F084570,84570,O011,2025-04-01,P001,Al público,89727.20,m3,89727.20,m3,699.00,699.00,real_con_conversion
F084571,84571,O011,2025-04-01,P007,Al público,217.26,m3,217260.00,L,1283.94,1287.00,real_con_conversion
F084577,84577,O011,2025-04-01,P006,Al público,119.16,m3,119160.00,L,1523.30,1545.00,real_con_conversion
F084578,84578,O011,2025-04-01,P002,Al público,274.64,m3,274640.00,L,1308.91,1309.00,real_con_conversion
F084579,84579,O011,2025-04-01,P003,Al público,225.49,m3,225490.00,L,1525.85,1527.00,real_con_conversion
F085827,85827,O012,2025-04-01,P003,Al público,291.61,m3,291610.00,L,1513.29,1513.00,real_con_conversion
F085828,85828,O012,2025-04-01,P002,Al público,873.66,m3,873660.00,L,1294.31,1296.00,real_con_conversion
F085832,85832,O012,2025-04-01,P007,Al público,247.93,m3,247930.00,L,1274.15,1274.00,real_con_conversion
F085833,85833,O012,2025-04-01,P006,Al público,106.45,m3,106450.00,L,1527.14,1527.00,real_con_conversion
F085906,85906,O005,2025-04-01,P006,Al público,46.30,m3,46300.00,L,1550.00,1550.00,real_con_conversion
F085907,85907,O005,2025-04-01,P007,Al público,174.73,m3,174730.00,L,1274.00,1274.00,real_con_conversion
F085908,85908,O005,2025-04-01,P002,Al público,70.67,m3,70670.00,L,1323.00,1323.00,real_con_conversion
F085909,85909,O005,2025-04-01,P003,Al público,61.66,m3,61660.00,L,1587.00,1587.00,real_con_conversion
F087563,87563,O015,2025-05-01,P001,Al público,79901.00,m3,79901.00,m3,509.00,509.00,real_con_conversion
F087564,87564,O015,2025-05-01,P003,Al público,39.39,m3,39390.00,L,1381.89,1383.00,real_con_conversion
F087565,87565,O015,2025-05-01,P006,Al público,79.55,m3,79550.00,L,1441.47,1442.00,real_con_conversion
F087566,87566,O015,2025-05-01,P005,Al público,197.28,m3,197280.00,L,1230.64,1231.00,real_con_conversion
F087567,87567,O015,2025-05-01,P002,Al público,53.19,m3,53190.00,L,1205.69,1207.00,real_con_conversion
F090171,90171,O018,2025-05-01,P003,Al público,15.96,m3,15960.00,L,1634.41,1629.00,real_con_conversion
F090172,90172,O018,2025-05-01,P005,Al público,32.32,m3,32320.00,L,1326.91,1319.00,real_con_conversion
F090173,90173,O018,2025-05-01,P006,Al público,3.72,m3,3720.00,L,1613.43,1595.00,real_con_conversion
F090174,90174,O018,2025-05-01,P002,Al público,50.49,m3,50490.00,L,1398.51,1389.00,real_con_conversion
F090426,90426,O002,2025-05-01,P002,Al público,14.88,m3,14880.00,L,1367.00,1367.00,real_con_conversion
F090427,90427,O002,2025-05-01,P003,Al público,65.24,m3,65240.00,L,1597.00,1597.00,real_con_conversion
F090428,90428,O002,2025-05-01,P006,Al público,88.05,m3,88050.00,L,1566.00,1566.00,real_con_conversion
F090429,90429,O002,2025-05-01,P007,Al público,175.80,m3,175800.00,L,1323.00,1323.00,real_con_conversion
F092034,92034,O013,2025-05-01,P007,Al público,104.54,m3,104540.00,L,1328.13,1326.00,real_con_conversion
F092035,92035,O013,2025-05-01,P002,Al público,8.89,m3,8890.00,L,1382.06,1378.00,real_con_conversion
F092036,92036,O013,2025-05-01,P006,Al público,32.49,m3,32490.00,L,1577.03,1566.00,real_con_conversion
F092037,92037,O013,2025-05-01,P003,Al público,13.95,m3,13950.00,L,1606.58,1594.00,real_con_conversion
F092541,92541,O010,2025-05-01,P007,Al público,240.26,m3,240260.00,L,1210.74,1210.74,real_con_conversion
F092542,92542,O010,2025-05-01,P006,Al público,78.91,m3,78910.00,L,1421.72,1421.72,real_con_conversion
F092543,92543,O010,2025-05-01,P003,Al público,37.63,m3,37630.00,L,1363.42,1363.42,real_con_conversion
F092544,92544,O010,2025-05-01,P002,Al público,34.18,m3,34180.00,L,1184.90,1184.90,real_con_conversion
F092545,92545,O010,2025-05-01,P001,Al público,118229.00,m3,118229.00,m3,569.00,569.00,real_con_conversion
F093212,93212,O006,2025-05-01,P001,Al público,139000.00,m3,139000.00,m3,849.00,849.00,real_con_conversion
F093213,93213,O006,2025-05-01,P005,Al público,291.31,m3,291310.00,L,1267.51,1270.00,real_con_conversion
F093214,93214,O006,2025-05-01,P006,Al público,83.80,m3,83800.00,L,1460.54,1462.00,real_con_conversion
F093215,93215,O006,2025-05-01,P003,Al público,109.26,m3,109260.00,L,1408.85,1411.00,real_con_conversion
F093216,93216,O006,2025-05-01,P004,Al público,2.87,m3,2870.00,L,1309.00,1309.00,real_con_conversion
F093217,93217,O006,2025-05-01,P002,Al público,116.69,m3,116690.00,L,1273.34,1276.00,real_con_conversion
F093478,93478,O008,2025-05-01,P002,Al público,42.43,m3,42430.00,L,1285.35,1283.00,real_con_conversion
F093479,93479,O008,2025-05-01,P006,Al público,3.67,m3,3670.00,L,1495.54,1490.00,real_con_conversion
F093480,93480,O008,2025-05-01,P007,Al público,45.56,m3,45560.00,L,1250.43,1249.00,real_con_conversion
F093481,93481,O008,2025-05-01,P003,Al público,9.63,m3,9630.00,L,1491.33,1490.00,real_con_conversion
F095262,95262,O001,2025-05-01,P004,Al público,4.54,m3,4540.00,L,1500.00,1500.00,real_con_conversion
F095263,95263,O001,2025-05-01,P006,Al público,171.39,m3,171390.00,L,1461.45,1481.00,real_con_conversion
F095264,95264,O001,2025-05-01,P007,Al público,318.09,m3,318090.00,L,1266.75,1283.00,real_con_conversion
F095265,95265,O001,2025-05-01,P003,Al público,128.64,m3,128640.00,L,1418.64,1438.00,real_con_conversion
F095266,95266,O001,2025-05-01,P002,Al público,44.82,m3,44820.00,L,1266.43,1284.00,real_con_conversion
F095267,95267,O001,2025-05-01,P001,Al público,85828.50,m3,85828.50,m3,659.00,659.00,real_con_conversion
F099409,99409,O014,2025-05-01,P004,Al público,1.44,m3,1440.00,L,1217.00,1217.00,real_con_conversion
F099410,99410,O014,2025-05-01,P001,Al público,87272.00,m3,87272.00,m3,514.90,514.90,real_con_conversion
F099411,99411,O014,2025-05-01,P006,Al público,45.59,m3,45590.00,L,1466.00,1466.00,real_con_conversion
F099412,99412,O014,2025-05-01,P007,Al público,178.32,m3,178320.00,L,1243.00,1243.00,real_con_conversion
F099413,99413,O014,2025-05-01,P003,Al público,35.89,m3,35890.00,L,1397.00,1397.00,real_con_conversion
F099414,99414,O014,2025-05-01,P002,Al público,54.59,m3,54590.00,L,1217.00,1217.00,real_con_conversion
F100502,100502,O017,2025-05-01,P006,Al público,48.58,m3,48580.00,L,1472.78,1462.00,real_con_conversion
F100507,100507,O017,2025-05-01,P004,Al público,4.50,m3,4500.00,L,1289.65,1270.00,real_con_conversion
F100508,100508,O017,2025-05-01,P003,Al público,121.63,m3,121630.00,L,1419.89,1411.00,real_con_conversion
F100509,100509,O017,2025-05-01,P002,Al público,208.69,m3,208690.00,L,1292.05,1276.00,real_con_conversion
F100510,100510,O017,2025-05-01,P001,Al público,60736.00,m3,60736.00,m3,750.00,750.00,real_con_conversion
F100512,100512,O017,2025-05-01,P007,Al público,137.87,m3,137870.00,L,1273.62,1270.00,real_con_conversion
F103406,103406,O003,2025-05-01,P003,Al público,27.39,m3,27390.00,L,1479.00,1479.00,real_con_conversion
F103407,103407,O003,2025-05-01,P006,Al público,4.69,m3,4690.00,L,1533.00,1533.00,real_con_conversion
F103408,103408,O003,2025-05-01,P002,Al público,184.87,m3,184870.00,L,1289.00,1289.00,real_con_conversion
F103409,103409,O003,2025-05-01,P007,Al público,105.07,m3,105070.00,L,1279.00,1279.00,real_con_conversion
F104466,104466,O016,2025-05-01,P003,Al público,20.60,m3,20600.00,L,1492.23,1470.00,real_con_conversion
F104467,104467,O016,2025-05-01,P006,Al público,8.55,m3,8550.00,L,1476.75,1463.00,real_con_conversion
F104468,104468,O016,2025-05-01,P007,Al público,58.16,m3,58160.00,L,1270.68,1268.00,real_con_conversion
F104469,104469,O016,2025-05-01,P002,Al público,106.26,m3,106260.00,L,1320.16,1313.00,real_con_conversion
F104693,104693,O004,2025-05-01,P002,Al público,39.67,m3,39670.00,L,1397.79,1399.00,real_con_conversion
F104697,104697,O004,2025-05-01,P006,Al público,18.42,m3,18420.00,L,1576.17,1571.00,real_con_conversion
F104698,104698,O004,2025-05-01,P003,Al público,24.55,m3,24550.00,L,1606.49,1599.00,real_con_conversion
F104699,104699,O004,2025-05-01,P007,Al público,119.40,m3,119400.00,L,1273.10,1274.00,real_con_conversion
F105705,105705,O009,2025-05-01,P002,Al público,39.00,m3,39000.00,L,1367.00,1367.00,real_con_conversion
F105706,105706,O009,2025-05-01,P003,Al público,6.00,m3,6000.00,L,1597.00,1597.00,real_con_conversion
F105707,105707,O009,2025-05-01,P006,Al público,7.00,m3,7000.00,L,1567.00,1567.00,real_con_conversion
F105708,105708,O009,2025-05-01,P007,Al público,64.90,m3,64900.00,L,1323.00,1323.00,real_con_conversion
F105806,105806,O007,2025-05-01,P003,Al público,76.50,m3,76500.00,L,1472.00,1472.00,real_con_conversion
F105807,105807,O007,2025-05-01,P002,Al público,116.62,m3,116620.00,L,1289.00,1289.00,real_con_conversion
F105808,105808,O007,2025-05-01,P006,Al público,26.79,m3,26790.00,L,1460.00,1460.00,real_con_conversion
F105809,105809,O007,2025-05-01,P007,Al público,228.91,m3,228910.00,L,1252.00,1252.00,real_con_conversion
F106396,106396,O011,2025-05-01,P001,Al público,94907.80,m3,94907.80,m3,698.99,699.00,real_con_conversion
F106397,106397,O011,2025-05-01,P006,Al público,126.84,m3,126840.00,L,1447.92,1455.00,real_con_conversion
F106398,106398,O011,2025-05-01,P007,Al público,221.09,m3,221090.00,L,1262.52,1264.00,real_con_conversion
F106400,106400,O011,2025-05-01,P002,Al público,275.60,m3,275600.00,L,1273.49,1276.00,real_con_conversion
F106402,106402,O011,2025-05-01,P003,Al público,256.54,m3,256540.00,L,1408.20,1411.00,real_con_conversion
F107659,107659,O012,2025-05-01,P006,Al público,119.86,m3,119860.00,L,1437.03,1438.00,real_con_conversion
F107660,107660,O012,2025-05-01,P007,Al público,272.89,m3,272890.00,L,1250.86,1252.00,real_con_conversion
F107661,107661,O012,2025-05-01,P003,Al público,314.82,m3,314820.00,L,1395.76,1398.00,real_con_conversion
F107662,107662,O012,2025-05-01,P002,Al público,971.99,m3,971990.00,L,1259.04,1263.00,real_con_conversion
F107735,107735,O005,2025-05-01,P007,Al público,194.46,m3,194460.00,L,1252.00,1252.00,real_con_conversion
F107736,107736,O005,2025-05-01,P003,Al público,68.13,m3,68130.00,L,1466.00,1466.00,real_con_conversion
F107737,107737,O005,2025-05-01,P002,Al público,72.03,m3,72030.00,L,1289.00,1289.00,real_con_conversion
F107738,107738,O005,2025-05-01,P006,Al público,47.33,m3,47330.00,L,1460.00,1460.00,real_con_conversion
F109409,109409,O015,2025-06-01,P005,Al público,193.55,m3,193550.00,L,1245.99,1246.00,real_con_conversion
F109410,109410,O015,2025-06-01,P002,Al público,52.79,m3,52790.00,L,1220.98,1221.00,real_con_conversion
F109411,109411,O015,2025-06-01,P006,Al público,79.88,m3,79880.00,L,1459.00,1459.00,real_con_conversion
F109412,109412,O015,2025-06-01,P001,Al público,79887.00,m3,79887.00,m3,509.00,509.00,real_con_conversion
F109413,109413,O015,2025-06-01,P003,Al público,36.77,m3,36770.00,L,1399.00,1399.00,real_con_conversion
F112022,112022,O018,2025-06-01,P003,Al público,23.38,m3,23380.00,L,1644.00,1699.00,real_con_conversion
F112023,112023,O018,2025-06-01,P005,Al público,20.52,m3,20520.00,L,1331.00,1379.00,real_con_conversion
F112024,112024,O018,2025-06-01,P002,Al público,55.07,m3,55070.00,L,1406.00,1479.00,real_con_conversion
F112025,112025,O018,2025-06-01,P006,Al público,8.15,m3,8150.00,L,1600.00,1669.00,real_con_conversion
F112277,112277,O002,2025-06-01,P007,Al público,168.31,m3,168310.00,L,1357.91,1399.00,real_con_conversion
F112278,112278,O002,2025-06-01,P006,Al público,85.16,m3,85160.00,L,1606.88,1660.00,real_con_conversion
F112279,112279,O002,2025-06-01,P003,Al público,64.55,m3,64550.00,L,1639.14,1693.00,real_con_conversion
F112280,112280,O002,2025-06-01,P002,Al público,14.24,m3,14240.00,L,1402.82,1450.00,real_con_conversion
F113870,113870,O013,2025-06-01,P007,Al público,94.73,m3,94730.00,L,1362.83,1408.00,real_con_conversion
F113871,113871,O013,2025-06-01,P006,Al público,32.56,m3,32560.00,L,1606.83,1660.00,real_con_conversion
F113872,113872,O013,2025-06-01,P002,Al público,9.46,m3,9460.00,L,1414.87,1462.00,real_con_conversion
F113873,113873,O013,2025-06-01,P003,Al público,13.75,m3,13750.00,L,1635.17,1689.00,real_con_conversion
F114378,114378,O010,2025-06-01,P001,Al público,112954.00,m3,112954.00,m3,569.00,569.00,real_con_conversion
F114379,114379,O010,2025-06-01,P007,Al público,218.21,m3,218210.00,L,1226.00,1226.00,real_con_conversion
F114380,114380,O010,2025-06-01,P006,Al público,31.12,m3,31120.00,L,1439.00,1439.00,real_con_conversion
F114381,114381,O010,2025-06-01,P003,Al público,65.82,m3,65820.00,L,1382.00,1382.00,real_con_conversion
F114382,114382,O010,2025-06-01,P002,Al público,34.14,m3,34140.00,L,1201.00,1201.00,real_con_conversion
F115046,115046,O006,2025-06-01,P007,Al público,317.46,m3,317460.00,L,1283.92,1284.00,real_con_conversion
F115047,115047,O006,2025-06-01,P001,Al público,141050.00,m3,141050.00,m3,849.00,849.00,real_con_conversion
F115048,115048,O006,2025-06-01,P004,Al público,4.58,m3,4580.00,L,1309.00,1309.00,real_con_conversion
F115049,115049,O006,2025-06-01,P002,Al público,106.32,m3,106320.00,L,1290.99,1291.00,real_con_conversion
F115050,115050,O006,2025-06-01,P003,Al público,95.08,m3,95080.00,L,1426.99,1427.00,real_con_conversion
F115051,115051,O006,2025-06-01,P006,Al público,72.37,m3,72370.00,L,1478.98,1479.00,real_con_conversion
F115311,115311,O008,2025-06-01,P007,Al público,44.27,m3,44270.00,L,1332.63,1366.00,real_con_conversion
F115312,115312,O008,2025-06-01,P002,Al público,45.41,m3,45410.00,L,1326.67,1394.00,real_con_conversion
F115313,115313,O008,2025-06-01,P005,Al público,3.27,m3,3270.00,L,1515.99,1575.00,real_con_conversion
F115314,115314,O008,2025-06-01,P003,Al público,9.26,m3,9260.00,L,1523.88,1592.00,real_con_conversion
F117088,117088,O001,2025-06-01,P003,Al público,125.71,m3,125710.00,L,1438.01,1474.00,real_con_conversion
F117089,117089,O001,2025-06-01,P007,Al público,313.60,m3,313600.00,L,1283.00,1315.00,real_con_conversion
F117090,117090,O001,2025-06-01,P006,Al público,181.83,m3,181830.00,L,1481.00,1519.00,real_con_conversion
F117091,117091,O001,2025-06-01,P004,Al público,6.90,m3,6900.00,L,1508.01,1550.00,real_con_conversion
F117092,117092,O001,2025-06-01,P001,Al público,84845.10,m3,84845.10,m3,659.00,659.00,real_con_conversion
F117093,117093,O001,2025-06-01,P002,Al público,46.49,m3,46490.00,L,1283.89,1317.00,real_con_conversion
F121236,121236,O014,2025-06-01,P002,Al público,50.93,m3,50930.00,L,1231.00,1231.00,real_con_conversion
F121237,121237,O014,2025-06-01,P003,Al público,32.18,m3,32180.00,L,1413.00,1413.00,real_con_conversion
F121238,121238,O014,2025-06-01,P006,Al público,48.20,m3,48200.00,L,1483.00,1483.00,real_con_conversion
F121239,121239,O014,2025-06-01,P004,Al público,3.09,m3,3090.00,L,1231.00,1231.00,real_con_conversion
F121240,121240,O014,2025-06-01,P007,Al público,176.02,m3,176020.00,L,1258.00,1258.00,real_con_conversion
F121241,121241,O014,2025-06-01,P001,Al público,83210.00,m3,83210.00,m3,514.90,514.90,real_con_conversion
F122321,122321,O017,2025-06-01,P006,Al público,50.98,m3,50980.00,L,1476.97,1479.00,real_con_conversion
F122322,122322,O017,2025-06-01,P001,Al público,58182.00,m3,58182.00,m3,750.00,750.00,real_con_conversion
F122324,122324,O017,2025-06-01,P003,Al público,125.57,m3,125570.00,L,1427.69,1427.00,real_con_conversion
F122326,122326,O017,2025-06-01,P002,Al público,234.49,m3,234490.00,L,1306.03,1291.00,real_con_conversion
F122328,122328,O017,2025-06-01,P007,Al público,135.54,m3,135540.00,L,1281.30,1284.00,real_con_conversion
F122329,122329,O017,2025-06-01,P004,Al público,11.10,m3,11100.00,L,1288.62,1291.00,real_con_conversion
F125198,125198,O003,2025-06-01,P003,Al público,25.78,m3,25780.00,L,1479.00,1479.00,real_con_conversion
F125199,125199,O003,2025-06-01,P006,Al público,4.82,m3,4820.00,L,1533.00,1533.00,real_con_conversion
F125200,125200,O003,2025-06-01,P002,Al público,155.01,m3,155010.00,L,1289.00,1289.00,real_con_conversion
F125201,125201,O003,2025-06-01,P005,Al público,98.78,m3,98780.00,L,1279.00,1279.00,real_con_conversion
F126251,126251,O016,2025-06-01,P003,Al público,25.87,m3,25870.00,L,1504.20,1560.00,real_con_conversion
F126252,126252,O016,2025-06-01,P006,Al público,9.35,m3,9350.00,L,1499.47,1555.00,real_con_conversion
F126253,126253,O016,2025-06-01,P007,Al público,61.08,m3,61080.00,L,1297.15,1347.00,real_con_conversion
F126254,126254,O016,2025-06-01,P002,Al público,103.19,m3,103190.00,L,1349.23,1394.00,real_con_conversion
F126477,126477,O004,2025-06-01,P003,Al público,21.17,m3,21170.00,L,1626.58,1695.00,real_con_conversion
F126482,126482,O004,2025-06-01,P002,Al público,30.46,m3,30460.00,L,1432.20,1487.00,real_con_conversion
F126492,126492,O004,2025-06-01,P007,Al público,106.71,m3,106710.00,L,1307.34,1356.00,real_con_conversion
F126493,126493,O004,2025-06-01,P006,Al público,15.13,m3,15130.00,L,1602.12,1654.00,real_con_conversion
F127490,127490,O009,2025-06-01,P007,Al público,65.30,m3,65300.00,L,1338.00,1338.00,real_con_conversion
F127491,127491,O009,2025-06-01,P006,Al público,6.00,m3,6000.00,L,1582.00,1582.00,real_con_conversion
F127492,127492,O009,2025-06-01,P002,Al público,41.00,m3,41000.00,L,1381.00,1381.00,real_con_conversion
F127493,127493,O009,2025-06-01,P003,Al público,7.00,m3,7000.00,L,1612.00,1612.00,real_con_conversion
F127593,127593,O007,2025-06-01,P002,Al público,119.49,m3,119490.00,L,1304.00,1304.00,real_con_conversion
F127594,127594,O007,2025-06-01,P003,Al público,77.24,m3,77240.00,L,1489.00,1489.00,real_con_conversion
F127595,127595,O007,2025-06-01,P007,Al público,218.70,m3,218700.00,L,1266.00,1266.00,real_con_conversion
F127596,127596,O007,2025-06-01,P006,Al público,28.33,m3,28330.00,L,1477.00,1477.00,real_con_conversion
F128180,128180,O011,2025-06-01,P006,Al público,127.44,m3,127440.00,L,1467.32,1472.00,real_con_conversion
F128181,128181,O011,2025-06-01,P001,Al público,91237.80,m3,91237.80,m3,699.00,699.00,real_con_conversion
F128183,128183,O011,2025-06-01,P002,Al público,267.94,m3,267940.00,L,1291.00,1291.00,real_con_conversion
F128184,128184,O011,2025-06-01,P007,Al público,216.81,m3,216810.00,L,1277.81,1278.00,real_con_conversion
F128186,128186,O011,2025-06-01,P003,Al público,237.85,m3,237850.00,L,1426.54,1427.00,real_con_conversion
F129428,129428,O012,2025-06-01,P006,Al público,131.99,m3,131990.00,L,1454.16,1454.00,real_con_conversion
F129430,129430,O012,2025-06-01,P007,Al público,258.24,m3,258240.00,L,1266.13,1266.00,real_con_conversion
F129431,129431,O012,2025-06-01,P001,Al público,141785.00,m3,141785.00,m3,672.01,672.00,real_con_conversion
F129432,129432,O012,2025-06-01,P002,Al público,961.22,m3,961220.00,L,1274.87,1277.00,real_con_conversion
F129433,129433,O012,2025-06-01,P003,Al público,324.09,m3,324090.00,L,1414.02,1414.00,real_con_conversion
