id_fuente,unidad,cantidad_fuente,cantidad_pedidos,diferencia_cantidad,importe_fuente_ars,importe_pedidos_ars,diferencia_importe_ars
F093212,m3,139000.00,139000.00,0.00,118011000.0000,118011000.0000,0.0000
F093213,L,291310.00,291310.00,0.00,369238338.1000,369238338.1000,0.0000
F093214,L,83800.00,83800.00,0.00,122393252.0000,122393252.0000,0.0000
F093215,L,109260.00,109260.00,0.00,153930951.0000,153930951.0000,0.0000
F093216,L,2870.00,2870.00,0.00,3756830.0000,3756830.0000,0.0000
F093217,L,116690.00,116690.00,0.00,148586044.6000,148586044.6000,0.0000
F093478,L,42430.00,42430.00,0.00,54537400.5000,54537400.5000,0.0000
F093479,L,3670.00,3670.00,0.00,5488631.8000,5488631.8000,0.0000
F093480,L,45560.00,45560.00,0.00,56969590.8000,56969590.8000,0.0000
F093481,L,9630.00,9630.00,0.00,14361507.9000,14361507.9000,0.0000
F095262,L,4540.00,4540.00,0.00,6810000.0000,6810000.0000,0.0000
F095263,L,171390.00,171390.00,0.00,250477915.5000,250477915.5000,0.0000
F095264,L,318090.00,318090.00,0.00,402940507.5000,402940507.5000,0.0000
F095265,L,128640.00,128640.00,0.00,182493849.6000,182493849.6000,0.0000
F095266,L,44820.00,44820.00,0.00,56761392.6000,56761392.6000,0.0000
F095267,m3,85828.50,85828.50,0.00,56560981.5000,56560981.5000,0.0000
F099409,L,1440.00,1440.00,0.00,1752480.0000,1752480.0000,0.0000
F099410,m3,87272.00,87272.00,0.00,44936352.8000,44936352.8000,0.0000
F099411,L,45590.00,45590.00,0.00,66834940.0000,66834940.0000,0.0000
F099412,L,178320.00,178320.00,0.00,221651760.0000,221651760.0000,0.0000
F099413,L,35890.00,35890.00,0.00,50138330.0000,50138330.0000,0.0000
F099414,L,54590.00,54590.00,0.00,66436030.0000,66436030.0000,0.0000
F100502,L,48580.00,48580.00,0.00,71547652.4000,71547652.4000,0.0000
F100507,L,4500.00,4500.00,0.00,5803425.0000,5803425.0000,0.0000
F100508,L,121630.00,121630.00,0.00,172701220.7000,172701220.7000,0.0000
F100509,L,208690.00,208690.00,0.00,269637914.5000,269637914.5000,0.0000
F100510,m3,60736.00,60736.00,0.00,45552000.0000,45552000.0000,0.0000
F100512,L,137870.00,137870.00,0.00,175593989.4000,175593989.4000,0.0000
F103406,L,27390.00,27390.00,0.00,40509810.0000,40509810.0000,0.0000
F103407,L,4690.00,4690.00,0.00,7189770.0000,7189770.0000,0.0000
F103408,L,184870.00,184870.00,0.00,238297430.0000,238297430.0000,0.0000
F103409,L,105070.00,105070.00,0.00,134384530.0000,134384530.0000,0.0000
F104466,L,20600.00,20600.00,0.00,30739938.0000,30739938.0000,0.0000
F104467,L,8550.00,8550.00,0.00,12626212.5000,12626212.5000,0.0000
F104468,L,58160.00,58160.00,0.00,73902748.8000,73902748.8000,0.0000
F104469,L,106260.00,106260.00,0.00,140280201.6000,140280201.6000,0.0000
F104693,L,39670.00,39670.00,0.00,55450329.3000,55450329.3000,0.0000
F104697,L,18420.00,18420.00,0.00,29033051.4000,29033051.4000,0.0000
F104698,L,24550.00,24550.00,0.00,39439329.5000,39439329.5000,0.0000
F104699,L,119400.00,119400.00,0.00,152008140.0000,152008140.0000,0.0000
F105705,L,39000.00,39000.00,0.00,53313000.0000,53313000.0000,0.0000
F105706,L,6000.00,6000.00,0.00,9582000.0000,9582000.0000,0.0000
F105707,L,7000.00,7000.00,0.00,10969000.0000,10969000.0000,0.0000
F105708,L,64900.00,64900.00,0.00,85862700.0000,85862700.0000,0.0000
F105806,L,76500.00,76500.00,0.00,112608000.0000,112608000.0000,0.0000
F105807,L,116620.00,116620.00,0.00,150323180.0000,150323180.0000,0.0000
F105808,L,26790.00,26790.00,0.00,39113400.0000,39113400.0000,0.0000
F105809,L,228910.00,228910.00,0.00,286595320.0000,286595320.0000,0.0000
F106396,m3,94907.80,94907.80,0.00,66339603.1220,66339603.1220,0.0000
F106397,L,126840.00,126840.00,0.00,183654172.8000,183654172.8000,0.0000
F106398,L,221090.00,221090.00,0.00,279130546.8000,279130546.8000,0.0000
F106400,L,275600.00,275600.00,0.00,350973844.0000,350973844.0000,0.0000
F106402,L,256540.00,256540.00,0.00,361259628.0000,361259628.0000,0.0000
F107659,L,119860.00,119860.00,0.00,172242415.8000,172242415.8000,0.0000
F107660,L,272890.00,272890.00,0.00,341347185.4000,341347185.4000,0.0000
F107661,L,314820.00,314820.00,0.00,439413163.2000,439413163.2000,0.0000
F107662,L,971990.00,971990.00,0.00,1223774289.6000,1223774289.6000,0.0000
F107735,L,194460.00,194460.00,0.00,243463920.0000,243463920.0000,0.0000
F107736,L,68130.00,68130.00,0.00,99878580.0000,99878580.0000,0.0000
F107737,L,72030.00,72030.00,0.00,92846670.0000,92846670.0000,0.0000
F107738,L,47330.00,47330.00,0.00,69101800.0000,69101800.0000,0.0000
F109409,L,193550.00,193550.00,0.00,241161364.5000,241161364.5000,0.0000
F109410,L,52790.00,52790.00,0.00,64455534.2000,64455534.2000,0.0000
F109411,L,79880.00,79880.00,0.00,116544920.0000,116544920.0000,0.0000
F109412,m3,79887.00,79887.00,0.00,40662483.0000,40662483.0000,0.0000
F109413,L,36770.00,36770.00,0.00,51441230.0000,51441230.0000,0.0000
F112022,L,23380.00,23380.00,0.00,38436720.0000,38436720.0000,0.0000
F112023,L,20520.00,20520.00,0.00,27312120.0000,27312120.0000,0.0000
F112024,L,55070.00,55070.00,0.00,77428420.0000,77428420.0000,0.0000
F112025,L,8150.00,8150.00,0.00,13040000.0000,13040000.0000,0.0000
F112277,L,168310.00,168310.00,0.00,228549832.1000,228549832.1000,0.0000
F112278,L,85160.00,85160.00,0.00,136841900.8000,136841900.8000,0.0000
F112279,L,64550.00,64550.00,0.00,105806487.0000,105806487.0000,0.0000
F112280,L,14240.00,14240.00,0.00,19976156.8000,19976156.8000,0.0000
F113870,L,94730.00,94730.00,0.00,129100885.9000,129100885.9000,0.0000
F113871,L,32560.00,32560.00,0.00,52318384.8000,52318384.8000,0.0000
F113872,L,9460.00,9460.00,0.00,13384670.2000,13384670.2000,0.0000
F113873,L,13750.00,13750.00,0.00,22483587.5000,22483587.5000,0.0000
F114378,m3,112954.00,112954.00,0.00,64270826.0000,64270826.0000,0.0000
F114379,L,218210.00,218210.00,0.00,267525460.0000,267525460.0000,0.0000
F114380,L,31120.00,31120.00,0.00,44781680.0000,44781680.0000,0.0000
F114381,L,65820.00,65820.00,0.00,90963240.0000,90963240.0000,0.0000
F114382,L,34140.00,34140.00,0.00,41002140.0000,41002140.0000,0.0000
F115046,L,317460.00,317460.00,0.00,407593243.2000,407593243.2000,0.0000
F115047,m3,141050.00,141050.00,0.00,119751450.0000,119751450.0000,0.0000
F115048,L,4580.00,4580.00,0.00,5995220.0000,5995220.0000,0.0000
F115049,L,106320.00,106320.00,0.00,137258056.8000,137258056.8000,0.0000
F115050,L,95080.00,95080.00,0.00,135678209.2000,135678209.2000,0.0000
F115051,L,72370.00,72370.00,0.00,107033782.6000,107033782.6000,0.0000
F115311,L,44270.00,44270.00,0.00,58995530.1000,58995530.1000,0.0000
F115312,L,45410.00,45410.00,0.00,60244084.7000,60244084.7000,0.0000
F115313,L,3270.00,3270.00,0.00,4957287.3000,4957287.3000,0.0000
F115314,L,9260.00,9260.00,0.00,14111128.8000,14111128.8000,0.0000
F117088,L,125710.00,125710.00,0.00,180772237.1000,180772237.1000,0.0000
F117089,L,313600.00,313600.00,0.00,402348800.0000,402348800.0000,0.0000
F117090,L,181830.00,181830.00,0.00,269290230.0000,269290230.0000,0.0000
F117091,L,6900.00,6900.00,0.00,10405269.0000,10405269.0000,0.0000
F117092,m3,84845.10,84845.10,0.00,55912920.9000,55912920.9000,0.0000
F117093,L,46490.00,46490.00,0.00,59688046.1000,59688046.1000,0.0000
F121236,L,50930.00,50930.00,0.00,62694830.0000,62694830.0000,0.0000
F121237,L,32180.00,32180.00,0.00,45470340.0000,45470340.0000,0.0000
F121238,L,48200.00,48200.00,0.00,71480600.0000,71480600.0000,0.0000
F121239,L,3090.00,3090.00,0.00,3803790.0000,3803790.0000,0.0000
F121240,L,176020.00,176020.00,0.00,221433160.0000,221433160.0000,0.0000
F121241,m3,83210.00,83210.00,0.00,42844829.0000,42844829.0000,0.0000
F122321,L,50980.00,50980.00,0.00,75295930.6000,75295930.6000,0.0000
F122322,m3,58182.00,58182.00,0.00,43636500.0000,43636500.0000,0.0000
F122324,L,125570.00,125570.00,0.00,179275033.3000,179275033.3000,0.0000
F122326,L,234490.00,234490.00,0.00,306250974.7000,306250974.7000,0.0000
F122328,L,135540.00,135540.00,0.00,173667402.0000,173667402.0000,0.0000
F122329,L,11100.00,11100.00,0.00,14303682.0000,14303682.0000,0.0000
F125198,L,25780.00,25780.00,0.00,38128620.0000,38128620.0000,0.0000
F125199,L,4820.00,4820.00,0.00,7389060.0000,7389060.0000,0.0000
F125200,L,155010.00,155010.00,0.00,199807890.0000,199807890.0000,0.0000
F125201,L,98780.00,98780.00,0.00,126339620.0000,126339620.0000,0.0000
F126251,L,25870.00,25870.00,0.00,38913654.0000,38913654.0000,0.0000
F126252,L,9350.00,9350.00,0.00,14020044.5000,14020044.5000,0.0000
F126253,L,61080.00,61080.00,0.00,79229922.0000,79229922.0000,0.0000
F126254,L,103190.00,103190.00,0.00,139227043.7000,139227043.7000,0.0000
F126477,L,21170.00,21170.00,0.00,34434698.6000,34434698.6000,0.0000
F126482,L,30460.00,30460.00,0.00,43624812.0000,43624812.0000,0.0000
F126492,L,106710.00,106710.00,0.00,139506251.4000,139506251.4000,0.0000
F126493,L,15130.00,15130.00,0.00,24240075.6000,24240075.6000,0.0000
F127490,L,65300.00,65300.00,0.00,87371400.0000,87371400.0000,0.0000
F127491,L,6000.00,6000.00,0.00,9492000.0000,9492000.0000,0.0000
F127492,L,41000.00,41000.00,0.00,56621000.0000,56621000.0000,0.0000
F127493,L,7000.00,7000.00,0.00,11284000.0000,11284000.0000,0.0000
F127593,L,119490.00,119490.00,0.00,155814960.0000,155814960.0000,0.0000
F127594,L,77240.00,77240.00,0.00,115010360.0000,115010360.0000,0.0000
F127595,L,218700.00,218700.00,0.00,276874200.0000,276874200.0000,0.0000
F127596,L,28330.00,28330.00,0.00,41843410.0000,41843410.0000,0.0000
F128180,L,127440.00,127440.00,0.00,186995260.8000,186995260.8000,0.0000
F128181,m3,91237.80,91237.80,0.00,63775222.2000,63775222.2000,0.0000
F128183,L,267940.00,267940.00,0.00,345910540.0000,345910540.0000,0.0000
F128184,L,216810.00,216810.00,0.00,277041986.1000,277041986.1000,0.0000
F128186,L,237850.00,237850.00,0.00,339302539.0000,339302539.0000,0.0000
F129428,L,131990.00,131990.00,0.00,191934578.4000,191934578.4000,0.0000
F129430,L,258240.00,258240.00,0.00,326965411.2000,326965411.2000,0.0000
F129431,m3,141785.00,141785.00,0.00,95280937.8500,95280937.8500,0.0000
F129432,L,961220.00,961220.00,0.00,1225430541.4000,1225430541.4000,0.0000
F129433,L,324090.00,324090.00,0.00,458269741.8000,458269741.8000,0.0000
F129504,L,186960.00,186960.00,0.00,236691360.0000,236691360.0000,0.0000
F129505,L,71260.00,71260.00,0.00,92923040.0000,92923040.0000,0.0000
F129506,L,67550.00,67550.00,0.00,100176650.0000,100176650.0000,0.0000
F129507,L,51170.00,51170.00,0.00,75578090.0000,75578090.0000,0.0000
F131162,L,54940.00,54940.00,0.00,71415407.2000,71415407.2000,0.0000
F131163,L,38050.00,38050.00,0.00,56556378.5000,56556378.5000,0.0000
F131164,L,78930.00,78930.00,0.00,122968993.5000,122968993.5000,0.0000
F131165,m3,86961.00,86961.00,0.00,44263149.0000,44263149.0000,0.0000
F131166,L,194630.00,194630.00,0.00,261286882.4000,261286882.4000,0.0000
F133774,L,45980.00,45980.00,0.00,68004420.0000,68004420.0000,0.0000
F133775,L,5220.00,5220.00,0.00,8712180.0000,8712180.0000,0.0000
F133776,L,21660.00,21660.00,0.00,36800340.0000,36800340.0000,0.0000
F133777,L,16810.00,16810.00,0.00,23180990.0000,23180990.0000,0.0000
F134021,L,91590.00,91590.00,0.00,153545139.6000,153545139.6000,0.0000
F134022,L,71720.00,71720.00,0.00,122609643.2000,122609643.2000,0.0000
F134023,L,14980.00,14980.00,0.00,22096398.8000,22096398.8000,0.0000
F134024,L,168860.00,168860.00,0.00,238798434.8000,238798434.8000,0.0000
F135603,L,9960.00,9960.00,0.00,14514907.2000,14514907.2000,0.0000
F135604,L,14560.00,14560.00,0.00,24487153.6000,24487153.6000,0.0000
F135605,L,100630.00,100630.00,0.00,141051058.4000,141051058.4000,0.0000
F135606,L,36010.00,36010.00,0.00,59587187.4000,59587187.4000,0.0000
F136107,L,219830.00,219830.00,0.00,276106480.0000,276106480.0000,0.0000
F136108,L,36190.00,36190.00,0.00,54429760.0000,54429760.0000,0.0000
F136109,m3,113310.00,113310.00,0.00,64473390.0000,64473390.0000,0.0000
F136110,L,50160.00,50160.00,0.00,64305120.0000,64305120.0000,0.0000
F136111,L,67380.00,67380.00,0.00,97364100.0000,97364100.0000,0.0000
F136781,L,150830.00,150830.00,0.00,202410843.4000,202410843.4000,0.0000
F136782,L,331360.00,331360.00,0.00,441384774.4000,441384774.4000,0.0000
F136783,L,124260.00,124260.00,0.00,184181899.8000,184181899.8000,0.0000
F136784,L,79400.00,79400.00,0.00,121876618.0000,121876618.0000,0.0000
F136785,L,3610.00,3610.00,0.00,4764586.3000,4764586.3000,0.0000
F136786,m3,137850.00,137850.00,0.00,120939940.5000,120939940.5000,0.0000
F137051,L,26530.00,26530.00,0.00,42113191.4000,42113191.4000,0.0000
F137052,L,49410.00,49410.00,0.00,67725298.8000,67725298.8000,0.0000
F137053,L,4900.00,4900.00,0.00,7710738.0000,7710738.0000,0.0000
F137054,L,45180.00,45180.00,0.00,61967532.6000,61967532.6000,0.0000
F138830,L,184480.00,184480.00,0.00,281555220.8000,281555220.8000,0.0000
F138831,L,5490.00,5490.00,0.00,8509500.0000,8509500.0000,0.0000
F138832,L,332940.00,332940.00,0.00,443372868.6000,443372868.6000,0.0000
F138833,m3,88782.20,88782.20,0.00,58507469.8000,58507469.8000,0.0000
F138834,L,47390.00,47390.00,0.00,63313987.8000,63313987.8000,0.0000
F138835,L,135650.00,135650.00,0.00,201859408.5000,201859408.5000,0.0000
F142973,m3,87214.00,87214.00,0.00,44906488.6000,44906488.6000,0.0000
F142974,L,34920.00,34920.00,0.00,51716520.0000,51716520.0000,0.0000
F142975,L,54040.00,54040.00,0.00,70360080.0000,70360080.0000,0.0000
F142976,L,55960.00,55960.00,0.00,87017800.0000,87017800.0000,0.0000
F142977,L,183360.00,183360.00,0.00,243685440.0000,243685440.0000,0.0000
F142978,L,2650.00,2650.00,0.00,3450300.0000,3450300.0000,0.0000
F144064,L,147990.00,147990.00,0.00,201327075.9000,201327075.9000,0.0000
F144065,L,54770.00,54770.00,0.00,88119453.0000,88119453.0000,0.0000
F144066,L,244850.00,244850.00,0.00,325322401.0000,325322401.0000,0.0000
F144067,L,132230.00,132230.00,0.00,198093763.0000,198093763.0000,0.0000
F144069,L,9900.00,9900.00,0.00,14193729.0000,14193729.0000,0.0000
F144070,m3,58445.90,58445.90,0.00,43834425.0000,43834425.0000,0.0000
F146954,L,197000.00,197000.00,0.00,265754970.0000,265754970.0000,0.0000
F146955,L,31100.00,31100.00,0.00,48733078.0000,48733078.0000,0.0000
F146956,L,110180.00,110180.00,0.00,149406283.6000,149406283.6000,0.0000
F146957,L,6290.00,6290.00,0.00,9642570.0000,9642570.0000,0.0000
F148006,L,77330.00,77330.00,0.00,106293951.5000,106293951.5000,0.0000
F148007,L,10420.00,10420.00,0.00,16146519.4000,16146519.4000,0.0000
F148008,L,29470.00,29470.00,0.00,45536454.6000,45536454.6000,0.0000
F148009,L,57480.00,57480.00,0.00,77298529.2000,77298529.2000,0.0000
F148221,L,116390.00,116390.00,0.00,159183111.3000,159183111.3000,0.0000
F148224,L,32040.00,32040.00,0.00,47003641.2000,47003641.2000,0.0000
F148225,L,16860.00,16860.00,0.00,28010529.6000,28010529.6000,0.0000
F148227,L,16360.00,16360.00,0.00,27474166.0000,27474166.0000,0.0000
F149233,L,4000.00,4000.00,0.00,6796000.0000,6796000.0000,0.0000
F149234,L,36000.00,36000.00,0.00,53676000.0000,53676000.0000,0.0000
F149235,L,6000.00,6000.00,0.00,10398000.0000,10398000.0000,0.0000
F149238,L,63000.00,63000.00,0.00,90594000.0000,90594000.0000,0.0000
F149335,L,226930.00,226930.00,0.00,304086200.0000,304086200.0000,0.0000
F149336,L,28540.00,28540.00,0.00,44779260.0000,44779260.0000,0.0000
F149337,L,128880.00,128880.00,0.00,177725520.0000,177725520.0000,0.0000
F149338,L,82710.00,82710.00,0.00,130764510.0000,130764510.0000,0.0000
F149917,L,307790.00,307790.00,0.00,455969339.7000,455969339.7000,0.0000
F149920,m3,97841.90,97841.90,0.00,68391488.1000,68391488.1000,0.0000
F149923,L,153330.00,153330.00,0.00,233558389.2000,233558389.2000,0.0000
F149924,L,265280.00,265280.00,0.00,352114102.4000,352114102.4000,0.0000
F149926,L,296620.00,296620.00,0.00,397295794.2000,397295794.2000,0.0000
F151188,L,279550.00,279550.00,0.00,375824224.5000,375824224.5000,0.0000
F151189,L,123740.00,123740.00,0.00,191466614.2000,191466614.2000,0.0000
F151190,m3,149836.00,149836.00,0.00,100691290.3600,100691290.3600,0.0000
F151191,L,919490.00,919490.00,0.00,1246681321.6000,1246681321.6000,0.0000
F151192,L,344080.00,344080.00,0.00,517121272.8000,517121272.8000,0.0000
F151262,L,66270.00,66270.00,0.00,103845090.0000,103845090.0000,0.0000
F151263,L,81160.00,81160.00,0.00,110945720.0000,110945720.0000,0.0000
F151264,L,197890.00,197890.00,0.00,262600030.0000,262600030.0000,0.0000
F151265,L,49800.00,49800.00,0.00,77688000.0000,77688000.0000,0.0000
F152909,L,196350.00,196350.00,0.00,279496371.0000,279496371.0000,0.0000
F152910,L,37000.00,37000.00,0.00,58610220.0000,58610220.0000,0.0000
F152911,L,77630.00,77630.00,0.00,128736157.9000,128736157.9000,0.0000
F152912,m3,80956.90,80956.90,0.00,41207062.1000,41207062.1000,0.0000
F152913,L,53340.00,53340.00,0.00,73787889.0000,73787889.0000,0.0000
F155522,L,45970.00,45970.00,0.00,70334100.0000,70334100.0000,0.0000
F155523,L,18630.00,18630.00,0.00,26994870.0000,26994870.0000,0.0000
F155524,L,23300.00,23300.00,0.00,40938100.0000,40938100.0000,0.0000
F155525,L,5950.00,5950.00,0.00,10347050.0000,10347050.0000,0.0000
F155772,L,177920.00,177920.00,0.00,263440806.4000,263440806.4000,0.0000
F155773,L,93280.00,93280.00,0.00,164541256.0000,164541256.0000,0.0000
F155774,L,13350.00,13350.00,0.00,21177505.5000,21177505.5000,0.0000
F155775,L,68910.00,68910.00,0.00,123694139.1000,123694139.1000,0.0000
F157347,L,34030.00,34030.00,0.00,58821535.6000,58821535.6000,0.0000
F157348,L,9650.00,9650.00,0.00,14722136.5000,14722136.5000,0.0000
F157349,L,14720.00,14720.00,0.00,25751904.0000,25751904.0000,0.0000
F157350,L,103040.00,103040.00,0.00,150624902.4000,150624902.4000,0.0000
F157856,L,229390.00,229390.00,0.00,305891565.0000,305891565.0000,0.0000
F157857,m3,115101.00,115101.00,0.00,65492469.0000,65492469.0000,0.0000
F157858,L,56820.00,56820.00,0.00,74424540.6000,74424540.6000,0.0000
F157859,L,32550.00,32550.00,0.00,49188583.5000,49188583.5000,0.0000
F157860,L,67090.00,67090.00,0.00,105004571.7000,105004571.7000,0.0000
F158528,L,125500.00,125500.00,0.00,176779300.0000,176779300.0000,0.0000
F158529,L,335970.00,335970.00,0.00,470741005.8000,470741005.8000,0.0000
F158530,L,118620.00,118620.00,0.00,185723334.0000,185723334.0000,0.0000
F158531,L,2500.00,2500.00,0.00,3476150.0000,3476150.0000,0.0000
F158532,L,74840.00,74840.00,0.00,121306659.2000,121306659.2000,0.0000
F158533,m3,124340.00,124340.00,0.00,109294860.0000,109294860.0000,0.0000
F158803,L,30570.00,30570.00,0.00,50652961.5000,50652961.5000,0.0000
F158804,L,7740.00,7740.00,0.00,12621772.8000,12621772.8000,0.0000
F158805,L,48360.00,48360.00,0.00,70332849.6000,70332849.6000,0.0000
F158806,L,55460.00,55460.00,0.00,77901889.0000,77901889.0000,0.0000
F160579,L,142950.00,142950.00,0.00,223059180.0000,223059180.0000,0.0000
F160580,L,52580.00,52580.00,0.00,73452682.6000,73452682.6000,0.0000
F160581,L,180930.00,180930.00,0.00,287157621.6000,287157621.6000,0.0000
F160582,L,4050.00,4050.00,0.00,6436584.0000,6436584.0000,0.0000
F160583,m3,86938.10,86938.10,0.00,58070303.8950,58070303.8950,0.0000
F160584,L,325210.00,325210.00,0.00,453531361.8000,453531361.8000,0.0000
F164705,L,33930.00,33930.00,0.00,52251521.4000,52251521.4000,0.0000
F164706,L,188400.00,188400.00,0.00,258776820.0000,258776820.0000,0.0000
F164707,m3,83081.00,83081.00,0.00,43724699.4900,43724699.4900,0.0000
F164708,L,56330.00,56330.00,0.00,75820180.0000,75820180.0000,0.0000
F164709,L,49420.00,49420.00,0.00,79816265.2000,79816265.2000,0.0000
F164710,L,1820.00,1820.00,0.00,2456545.0000,2456545.0000,0.0000
F165787,L,54210.00,54210.00,0.00,89902406.1000,89902406.1000,0.0000
F165788,m3,60544.00,60544.00,0.00,47114735.3600,47114735.3600,0.0000
F165791,L,214790.00,214790.00,0.00,315352530.1000,315352530.1000,0.0000
F165794,L,139020.00,139020.00,0.00,198877841.4000,198877841.4000,0.0000
F165795,L,6890.00,6890.00,0.00,9888734.7000,9888734.7000,0.0000
F165796,L,124970.00,124970.00,0.00,188141085.3000,188141085.3000,0.0000
F168565,L,29470.00,29470.00,0.00,46061610.0000,46061610.0000,0.0000
F168566,L,106500.00,106500.00,0.00,151450455.0000,151450455.0000,0.0000
F168567,L,183780.00,183780.00,0.00,271259280.0000,271259280.0000,0.0000
F168568,L,6300.00,6300.00,0.00,10552437.0000,10552437.0000,0.0000
F169611,L,25220.00,25220.00,0.00,41105069.2000,41105069.2000,0.0000
F169612,L,55100.00,55100.00,0.00,78532928.0000,78532928.0000,0.0000
F169613,L,13630.00,13630.00,0.00,22470145.4000,22470145.4000,0.0000
F169614,L,83090.00,83090.00,0.00,122033452.1000,122033452.1000,0.0000
F169845,L,35630.00,35630.00,0.00,54074938.4000,54074938.4000,0.0000
F169850,L,18840.00,18840.00,0.00,32426842.8000,32426842.8000,0.0000
F169855,L,113760.00,113760.00,0.00,163173931.2000,163173931.2000,0.0000
F169857,L,22380.00,22380.00,0.00,38653617.0000,38653617.0000,0.0000
F170851,L,38000.00,38000.00,0.00,60534000.0000,60534000.0000,0.0000
F170852,L,56000.00,56000.00,0.00,89936000.0000,89936000.0000,0.0000
F170855,L,2500.00,2500.00,0.00,4587500.0000,4587500.0000,0.0000
F170856,L,4000.00,4000.00,0.00,7456000.0000,7456000.0000,0.0000
F170954,L,135310.00,135310.00,0.00,225832390.0000,225832390.0000,0.0000
F170955,L,33990.00,33990.00,0.00,56151480.0000,56151480.0000,0.0000
F170956,L,254410.00,254410.00,0.00,361007790.0000,361007790.0000,0.0000
F170957,L,84940.00,84940.00,0.00,124437100.0000,124437100.0000,0.0000
F171556,L,269940.00,269940.00,0.00,418957677.6000,418957677.6000,0.0000
F171557,L,145230.00,145230.00,0.00,230783540.7000,230783540.7000,0.0000
F171560,L,236490.00,236490.00,0.00,332443452.6000,332443452.6000,0.0000
F171561,m3,99811.40,99811.40,0.00,69768168.6000,69768168.6000,0.0000
F171564,L,248320.00,248320.00,0.00,343597900.8000,343597900.8000,0.0000
F172815,L,275900.00,275900.00,0.00,391521413.0000,391521413.0000,0.0000
F172818,L,324120.00,324120.00,0.00,512482338.0000,512482338.0000,0.0000
F172819,L,122110.00,122110.00,0.00,199825688.4000,199825688.4000,0.0000
F172820,L,821820.00,821820.00,0.00,1172350884.6000,1172350884.6000,0.0000
F172822,m3,150356.00,150356.00,0.00,101040735.5600,101040735.5600,0.0000
F172892,L,73930.00,73930.00,0.00,122575940.0000,122575940.0000,0.0000
F172893,L,205010.00,205010.00,0.00,292959290.0000,292959290.0000,0.0000
F172894,L,50710.00,50710.00,0.00,84280020.0000,84280020.0000,0.0000
F172895,L,88580.00,88580.00,0.00,130301180.0000,130301180.0000,0.0000
F174551,L,54910.00,54910.00,0.00,79399860.0000,79399860.0000,0.0000
F174552,L,73950.00,73950.00,0.00,128081400.0000,128081400.0000,0.0000
F174553,L,38110.00,38110.00,0.00,63529370.0000,63529370.0000,0.0000
F174554,m3,85977.00,85977.00,0.00,47201373.0000,47201373.0000,0.0000
F174555,L,187630.00,187630.00,0.00,279568700.0000,279568700.0000,0.0000
F177160,L,41510.00,41510.00,0.00,67246200.0000,67246200.0000,0.0000
F177161,L,21950.00,21950.00,0.00,33824950.0000,33824950.0000,0.0000
F177162,L,15630.00,15630.00,0.00,28993650.0000,28993650.0000,0.0000
F177163,L,4830.00,4830.00,0.00,8887200.0000,8887200.0000,0.0000
F177408,L,168320.00,168320.00,0.00,258068224.0000,258068224.0000,0.0000
F177409,L,70410.00,70410.00,0.00,129530460.6000,129530460.6000,0.0000
F177410,L,13110.00,13110.00,0.00,21083108.7000,21083108.7000,0.0000
F177411,L,90660.00,90660.00,0.00,164716527.6000,164716527.6000,0.0000
F179017,L,98860.00,98860.00,0.00,151947820.0000,151947820.0000,0.0000
F179018,L,8750.00,8750.00,0.00,13969112.5000,13969112.5000,0.0000
F179019,L,34790.00,34790.00,0.00,63191512.3000,63191512.3000,0.0000
F179020,L,13000.00,13000.00,0.00,23812490.0000,23812490.0000,0.0000
F179534,L,55610.00,55610.00,0.00,75672419.7000,75672419.7000,0.0000
F179535,m3,115691.00,115691.00,0.00,68141999.0000,68141999.0000,0.0000
F179536,L,226440.00,226440.00,0.00,315000684.0000,315000684.0000,0.0000
F179537,L,65580.00,65580.00,0.00,102632700.0000,102632700.0000,0.0000
F179538,L,34840.00,34840.00,0.00,56770734.8000,56770734.8000,0.0000
F180193,L,125570.00,125570.00,0.00,185808440.4000,185808440.4000,0.0000
F180194,L,71000.00,71000.00,0.00,120853360.0000,120853360.0000,0.0000
F180195,L,326430.00,326430.00,0.00,477717247.8000,477717247.8000,0.0000
F180196,L,117040.00,117040.00,0.00,191895272.8000,191895272.8000,0.0000
F180197,m3,133680.00,133680.00,0.00,117504720.0000,117504720.0000,0.0000
F180198,L,2260.00,2260.00,0.00,3247620.0000,3247620.0000,0.0000
F180463,L,52450.00,52450.00,0.00,76402866.0000,76402866.0000,0.0000
F180464,L,45010.00,45010.00,0.00,68393595.2000,68393595.2000,0.0000
F180465,L,6320.00,6320.00,0.00,10621518.4000,10621518.4000,0.0000
F180466,L,20140.00,20140.00,0.00,34587630.4000,34587630.4000,0.0000
F182234,L,148590.00,148590.00,0.00,244339910.1000,244339910.1000,0.0000
F182235,L,5180.00,5180.00,0.00,8193465.0000,8193465.0000,0.0000
F182236,L,321640.00,321640.00,0.00,471720440.4000,471720440.4000,0.0000
F182237,L,177190.00,177190.00,0.00,299350101.7000,299350101.7000,0.0000
F182238,m3,87834.60,87834.60,0.00,58761347.4000,58761347.4000,0.0000
F182239,L,57770.00,57770.00,0.00,84453385.3000,84453385.3000,0.0000
F186371,m3,84867.00,84867.00,0.00,47084211.6000,47084211.6000,0.0000
F186372,L,186930.00,186930.00,0.00,266091116.4000,266091116.4000,0.0000
F186373,L,48840.00,48840.00,0.00,81816279.6000,81816279.6000,0.0000
F186374,L,34590.00,34590.00,0.00,55469215.8000,55469215.8000,0.0000
F186375,L,1610.00,1610.00,0.00,2255851.5000,2255851.5000,0.0000
