id_detalle,id_pedido,id_producto,id_fuente,cantidad,precio_unitario_ars,origen
D0007275,V001574,P006,F202006,4046.945,1765.63,sintetico_con_precio_mensual
D0007276,V001574,P002,F202007,4358.978,1532.55,sintetico_con_precio_mensual
D0007277,V001574,P001,F202008,503.336,879.00,sintetico_con_precio_mensual
D0007278,V001574,P007,F202009,12040.669,1504.56,sintetico_con_precio_mensual
D0007279,V001574,P003,F202010,14428.844,1696.13,sintetico_con_precio_mensual
D0007280,V001574,P004,F202011,123.521,1473.00,sintetico_con_precio_mensual
D0007281,V001575,P006,F202006,552.285,1765.63,sintetico_con_precio_mensual
D0007282,V001575,P002,F202007,508.321,1532.55,sintetico_con_precio_mensual
D0007283,V001575,P001,F202008,19822.434,879.00,sintetico_con_precio_mensual
D0007284,V001575,P007,F202009,8490.893,1504.56,sintetico_con_precio_mensual
D0007285,V001575,P003,F202010,12051.561,1696.13,sintetico_con_precio_mensual
D0007286,V001575,P004,F202011,49.163,1473.00,sintetico_con_precio_mensual
D0007287,V001576,P006,F202006,810.28,1765.63,sintetico_con_precio_mensual
D0007288,V001576,P002,F202007,1032.814,1532.55,sintetico_con_precio_mensual
D0007289,V001576,P001,F202008,2582.341,879.00,sintetico_con_precio_mensual
D0007290,V001576,P007,F202009,14440.092,1504.56,sintetico_con_precio_mensual
D0007291,V001576,P003,F202010,2165.745,1696.13,sintetico_con_precio_mensual
D0007292,V001576,P004,F202011,3.431,1473.00,sintetico_con_precio_mensual
D0007293,V001577,P006,F202006,1257.765,1765.63,sintetico_con_precio_mensual
D0007294,V001577,P002,F202007,1761.765,1532.55,sintetico_con_precio_mensual
D0007295,V001577,P001,F202008,433.021,879.00,sintetico_con_precio_mensual
D0007296,V001577,P007,F202009,31965.517,1504.56,sintetico_con_precio_mensual
D0007297,V001577,P003,F202010,3444.06,1696.13,sintetico_con_precio_mensual
D0007298,V001577,P004,F202011,99.238,,sintetico_con_precio_mensual
D0007299,V001578,P006,F202006,8872.796,1765.63,sintetico_con_precio_mensual
D0007300,V001578,P002,F202007,3865.05,1532.55,sintetico_con_precio_mensual
D0007301,V001578,P001,F202008,4294.353,879.00,sintetico_con_precio_mensual
D0007302,V001578,P007,F202009,10799.96,1504.56,sintetico_con_precio_mensual
D0007303,V001578,P003,F202010,156.7,1696.13,sintetico_con_precio_mensual
D0007304,V001578,P004,F202011,42.097,1473.00,sintetico_con_precio_mensual
D0007305,V001579,P006,F202006,1336.565,1765.63,sintetico_con_precio_mensual
D0007306,V001579,P002,F202007,14892.853,1532.55,sintetico_con_precio_mensual
D0007307,V001579,P001,F202008,1089.229,879.00,sintetico_con_precio_mensual
D0007308,V001579,P007,F202009,557.574,1504.56,sintetico_con_precio_mensual
D0007309,V001579,P003,F202010,9607.526,1696.13,sintetico_con_precio_mensual
D0007310,V001579,P004,F202011,10.016,1473.00,sintetico_con_precio_mensual
D0007311,V001580,P006,F202006,8046.761,1765.63,sintetico_con_precio_mensual
D0007312,V001580,P002,F202007,2045.934,1532.55,sintetico_con_precio_mensual
D0007313,V001580,P001,F202008,13784.825,879.00,sintetico_con_precio_mensual
D0007314,V001580,P007,F202009,16368.821,1504.56,sintetico_con_precio_mensual
D0007315,V001580,P003,F202010,11298.975,1696.13,sintetico_con_precio_mensual
D0007316,V001580,P004,F202011,38.367,1473.00,sintetico_con_precio_mensual
D0007317,V001581,P006,F202006,1080.568,1765.63,sintetico_con_precio_mensual
D0007318,V001581,P002,F202007,3619.854,1532.55,sintetico_con_precio_mensual
D0007319,V001581,P001,F202008,10701.861,879.00,sintetico_con_precio_mensual
D0007320,V001581,P007,F202009,13128.013,1504.56,sintetico_con_precio_mensual
D0007321,V001581,P003,F202010,12770.623,1696.13,sintetico_con_precio_mensual
D0007322,V001581,P004,F202011,74.756,1473.00,sintetico_con_precio_mensual
D0007323,V001582,P006,F202006,2955.296,1765.63,sintetico_con_precio_mensual
D0007324,V001582,P002,F202007,11501.915,1532.55,sintetico_con_precio_mensual
D0007325,V001582,P001,F202008,3570.253,879.00,sintetico_con_precio_mensual
D0007326,V001582,P007,F202009,17815.003,1504.56,sintetico_con_precio_mensual
D0007327,V001582,P003,F202010,3990.668,1696.13,sintetico_con_precio_mensual
D0007328,V001582,P004,F202011,35.544,1473.00,sintetico_con_precio_mensual
D0007329,V001583,P006,F202006,2632.867,1765.63,sintetico_con_precio_mensual
D0007330,V001583,P002,F202007,3934.491,1532.55,sintetico_con_precio_mensual
D0007331,V001583,P001,F202008,4875.069,879.00,sintetico_con_precio_mensual
D0007332,V001583,P007,F202009,10565.037,1504.56,sintetico_con_precio_mensual
D0007333,V001583,P003,F202010,6121.908,1696.13,sintetico_con_precio_mensual
D0007334,V001583,P004,F202011,49.381,1473.00,sintetico_con_precio_mensual
D0007335,V001584,P006,F202006,256.136,1765.63,sintetico_con_precio_mensual
D0007336,V001584,P002,F202007,8106.299,1532.55,sintetico_con_precio_mensual
D0007337,V001584,P001,F202008,9391.65,879.00,sintetico_con_precio_mensual
D0007338,V001584,P007,F202009,24101.72,1504.56,sintetico_con_precio_mensual
D0007339,V001584,P003,F202010,4561.585,1696.13,sintetico_con_precio_mensual
D0007340,V001584,P004,F202011,149.688,1473.00,sintetico_con_precio_mensual
D0007341,V001585,P006,F202006,642.252,1765.63,sintetico_con_precio_mensual
D0007342,V001585,P002,F202007,8835.09,1532.55,sintetico_con_precio_mensual
D0007343,V001585,P001,F202008,15310.336,879.00,sintetico_con_precio_mensual
D0007344,V001585,P007,F202009,14812.846,1504.56,sintetico_con_precio_mensual
D0007345,V001585,P003,F202010,2323.137,1696.13,sintetico_con_precio_mensual
D0007346,V001585,P004,F202011,131.557,1473.00,sintetico_con_precio_mensual
D0007347,V001586,P002,F223718,3281.44,1626.94,sintetico_con_precio_mensual
D0007348,V001586,P007,F223719,7600.8,1582.38,sintetico_con_precio_mensual
D0007349,V001586,P003,F223720,2367.882,1774.84,sintetico_con_precio_mensual
D0007350,V001586,P004,F223721,35.622,1473.00,sintetico_con_precio_mensual
D0007351,V001586,P006,F223722,2887.739,1823.18,sintetico_con_precio_mensual
D0007352,V001586,P001,F223723,4482.878,879.00,sintetico_con_precio_mensual
D0007353,V001587,P002,F223718,1976.576,1626.94,sintetico_con_precio_mensual
D0007354,V001587,P007,F223719,17165.045,1582.38,sintetico_con_precio_mensual
D0007355,V001587,P003,F223720,2953.455,1774.84,sintetico_con_precio_mensual
D0007356,V001587,P004,F223721,55.422,1473.00,sintetico_con_precio_mensual
D0007357,V001587,P006,F223722,5058.022,1823.18,sintetico_con_precio_mensual
D0007358,V001587,P001,F223723,266.06,879.00,sintetico_con_precio_mensual
D0007359,V001588,P002,F223718,25047.786,1626.94,sintetico_con_precio_mensual
D0007360,V001588,P007,F223719,22846.1,1582.38,sintetico_con_precio_mensual
D0007361,V001588,P003,F223720,17741.465,1774.84,sintetico_con_precio_mensual
D0007362,V001588,P004,F223721,98.153,1473.00,sintetico_con_precio_mensual
D0007363,V001588,P006,F223722,351.468,1823.18,sintetico_con_precio_mensual
D0007364,V001588,P001,F223723,466.55,879.00,sintetico_con_precio_mensual
D0007365,V001589,P002,F223718,11105.598,1626.94,sintetico_con_precio_mensual
D0007366,V001589,P007,F223719,4850.35,1582.38,sintetico_con_precio_mensual
D0007367,V001589,P003,F223720,1354.86,1774.84,sintetico_con_precio_mensual
D0007368,V001589,P004,F223721,33.805,1473.00,sintetico_con_precio_mensual
D0007369,V001589,P006,F223722,7334.466,1823.18,sintetico_con_precio_mensual
D0007370,V001589,P001,F223723,989.988,879.00,sintetico_con_precio_mensual
D0007371,V001590,P002,F223718,1958.696,1626.94,sintetico_con_precio_mensual
D0007372,V001590,P007,F223719,7432.735,1582.38,sintetico_con_precio_mensual
D0007373,V001590,P003,F223720,1837.42,1774.84,sintetico_con_precio_mensual
D0007374,V001590,P004,F223721,59.917,1473.00,sintetico_con_precio_mensual
D0007375,V001590,P006,F223722,917.702,1823.18,sintetico_con_precio_mensual
D0007376,V001590,P001,F223723,9485,879.00,sintetico_con_precio_mensual
D0007377,V001591,P002,F223718,4635.491,1626.94,sintetico_con_precio_mensual
D0007378,V001591,P007,F223719,670.319,1582.38,sintetico_con_precio_mensual
D0007379,V001591,P003,F223720,824.085,1774.84,sintetico_con_precio_mensual
D0007380,V001591,P004,F223721,6.921,1473.00,sintetico_con_precio_mensual
D0007381,V001591,P006,F223722,7283.929,1823.18,sintetico_con_precio_mensual
D0007382,V001591,P001,F223723,3946.812,879.00,sintetico_con_precio_mensual
D0007383,V001592,P002,F223718,2775.388,1626.94,sintetico_con_precio_mensual
D0007384,V001592,P007,F223719,10899.904,1582.38,sintetico_con_precio_mensual
D0007385,V001592,P003,F223720,8360.73,1774.84,sintetico_con_precio_mensual
D0007386,V001592,P004,F223721,93.43,1473.00,sintetico_con_precio_mensual
D0007387,V001592,P006,F223722,12260.606,1823.18,sintetico_con_precio_mensual
D0007388,V001592,P001,F223723,9554.563,879.00,sintetico_con_precio_mensual
D0007389,V001593,P002,F223718,16476.969,1626.94,sintetico_con_precio_mensual
D0007390,V001593,P007,F223719,13860.575,1582.38,sintetico_con_precio_mensual
D0007391,V001593,P003,F223720,17348.666,1774.84,sintetico_con_precio_mensual
D0007392,V001593,P004,F223721,27.252,1473.00,sintetico_con_precio_mensual
D0007393,V001593,P006,F223722,3624.363,1823.18,sintetico_con_precio_mensual
D0007394,V001593,P001,F223723,1335.019,879.00,sintetico_con_precio_mensual
D0007395,V001594,P002,F223718,3459.939,1626.94,sintetico_con_precio_mensual
D0007396,V001594,P007,F223719,2990.34,1582.38,sintetico_con_precio_mensual
D0007397,V001594,P003,F223720,6818.878,1774.84,sintetico_con_precio_mensual
D0007398,V001594,P004,F223721,24.202,1473.00,sintetico_con_precio_mensual
D0007399,V001594,P006,F223722,897.759,1823.18,sintetico_con_precio_mensual
D0007400,V001594,P001,F223723,10166.617,879.00,sintetico_con_precio_mensual
D0007401,V001595,P002,F223718,1429.96,1626.94,sintetico_con_precio_mensual
D0007402,V001595,P007,F223719,15736.901,1582.38,sintetico_con_precio_mensual
D0007403,V001595,P003,F223720,10935.471,1774.84,sintetico_con_precio_mensual
D0007404,V001595,P004,F223721,21.119,1473.00,sintetico_con_precio_mensual
D0007405,V001595,P006,F223722,4895.803,1823.18,sintetico_con_precio_mensual
D0007406,V001595,P001,F223723,3288.828,879.00,sintetico_con_precio_mensual
D0007407,V001596,P002,F223718,6619.855,1626.94,sintetico_con_precio_mensual
D0007408,V001596,P007,F223719,45518.323,1582.38,sintetico_con_precio_mensual
D0007409,V001596,P003,F223720,1054.524,1774.84,sintetico_con_precio_mensual
D0007410,V001596,P004,F223721,10.137,1473.00,sintetico_con_precio_mensual
D0007411,V001596,P006,F223722,572.908,1823.18,sintetico_con_precio_mensual
D0007412,V001596,P001,F223723,5518.942,879.00,sintetico_con_precio_mensual
D0007413,V001597,P002,F223718,9614.576,1626.94,sintetico_con_precio_mensual
D0007414,V001597,P007,F223719,2975.8,1582.38,sintetico_con_precio_mensual
D0007415,V001597,P003,F223720,336.199,1774.84,sintetico_con_precio_mensual
D0007416,V001597,P004,F223721,40.015,1473.00,sintetico_con_precio_mensual
D0007417,V001597,P006,F223722,305.178,1823.18,sintetico_con_precio_mensual
D0007418,V001597,P001,F223723,3730.341,879.00,sintetico_con_precio_mensual
D0007419,V001598,P002,F223718,3406.294,1626.94,sintetico_con_precio_mensual
D0007420,V001598,P007,F223719,4124.617,1582.38,sintetico_con_precio_mensual
D0007421,V001598,P003,F223720,529.031,1774.84,sintetico_con_precio_mensual
D0007422,V001598,P004,F223721,6.869,1473.00,sintetico_con_precio_mensual
D0007423,V001598,P006,F223722,2732.673,1823.18,sintetico_con_precio_mensual
D0007424,V001598,P001,F223723,7833.402,879.00,sintetico_con_precio_mensual
D0007425,V001599,P002,F223718,3773.504,1626.94,sintetico_con_precio_mensual
D0007426,V001599,P007,F223719,14491.86,1582.38,sintetico_con_precio_mensual
D0007427,V001599,P003,F223720,1208.21,1774.84,sintetico_con_precio_mensual
D0007428,V001599,P004,F223721,11.506,1473.00,sintetico_con_precio_mensual
D0007429,V001599,P006,F223722,649.939,1823.18,sintetico_con_precio_mensual
D0007430,V001599,P001,F223723,9291.844,879.00,sintetico_con_precio_mensual
D0007431,V001600,P002,F223718,6119.353,1626.94,sintetico_con_precio_mensual
D0007432,V001600,P007,F223719,50544.148,1582.38,sintetico_con_precio_mensual
D0007433,V001600,P003,F223720,491.912,1774.84,sintetico_con_precio_mensual
D0007434,V001600,P004,F223721,278.559,1473.00,sintetico_con_precio_mensual
D0007435,V001600,P006,F223722,2.095,,sintetico_con_precio_mensual
D0007436,V001600,P001,F223723,3847.271,879.00,sintetico_con_precio_mensual
D0007437,V001601,P002,F223718,25145.831,1626.94,sintetico_con_precio_mensual
D0007438,V001601,P007,F223719,9912.098,1582.38,sintetico_con_precio_mensual
D0007439,V001601,P003,F223720,7667.148,1774.84,sintetico_con_precio_mensual
D0007440,V001601,P004,F223721,62.531,1473.00,sintetico_con_precio_mensual
D0007441,V001601,P006,F223722,3396.435,1823.18,sintetico_con_precio_mensual
D0007442,V001601,P001,F223723,4581.775,879.00,sintetico_con_precio_mensual
D0007443,V001602,P002,F223718,4684.195,1626.94,sintetico_con_precio_mensual
D0007444,V001602,P007,F223719,37373.141,1582.38,sintetico_con_precio_mensual
D0007445,V001602,P003,F223720,2678.328,1774.84,sintetico_con_precio_mensual
D0007446,V001602,P004,F223721,15.62,1473.00,sintetico_con_precio_mensual
D0007447,V001602,P006,F223722,1082.574,1823.18,sintetico_con_precio_mensual
D0007448,V001602,P001,F223723,3933.642,879.00,sintetico_con_precio_mensual
D0007449,V001603,P002,F223718,86.739,1626.94,sintetico_con_precio_mensual
D0007450,V001603,P007,F223719,1222.873,1582.38,sintetico_con_precio_mensual
D0007451,V001603,P003,F223720,1114.993,1774.84,sintetico_con_precio_mensual
D0007452,V001603,P004,F223721,43.123,1473.00,sintetico_con_precio_mensual
D0007453,V001603,P006,F223722,1838.521,1823.18,sintetico_con_precio_mensual
D0007454,V001603,P001,F223723,22261.969,879.00,sintetico_con_precio_mensual
D0007455,V001604,P002,F223718,330.529,1626.94,sintetico_con_precio_mensual
D0007456,V001604,P007,F223719,7321.189,1582.38,sintetico_con_precio_mensual
D0007457,V001604,P003,F223720,7267.848,1774.84,sintetico_con_precio_mensual
D0007458,V001604,P004,F223721,21.893,1473.00,sintetico_con_precio_mensual
D0007459,V001604,P006,F223722,4359.625,1823.18,sintetico_con_precio_mensual
D0007460,V001604,P001,F223723,4217.388,879.00,sintetico_con_precio_mensual
D0007461,V001605,P002,F223718,1256.359,1626.94,sintetico_con_precio_mensual
D0007462,V001605,P007,F223719,21390.19,1582.38,sintetico_con_precio_mensual
D0007463,V001605,P003,F223720,91.736,1774.84,sintetico_con_precio_mensual
D0007464,V001605,P004,F223721,156.999,1473.00,sintetico_con_precio_mensual
D0007465,V001605,P006,F223722,141.207,1823.18,sintetico_con_precio_mensual
D0007466,V001605,P001,F223723,7701.152,879.00,sintetico_con_precio_mensual
D0007467,V001606,P002,F223718,704.882,1626.94,sintetico_con_precio_mensual
D0007468,V001606,P007,F223719,4758.752,1582.38,sintetico_con_precio_mensual
D0007469,V001606,P003,F223720,1252.146,1774.84,sintetico_con_precio_mensual
D0007470,V001606,P004,F223721,54.152,1473.00,sintetico_con_precio_mensual
D0007471,V001606,P006,F223722,113.296,1823.18,sintetico_con_precio_mensual
D0007472,V001606,P001,F223723,546.532,879.00,sintetico_con_precio_mensual
D0007473,V001607,P002,F223718,6221.853,1626.94,sintetico_con_precio_mensual
D0007474,V001607,P007,F223719,783.092,1582.38,sintetico_con_precio_mensual
D0007475,V001607,P003,F223720,14091.819,1774.84,sintetico_con_precio_mensual
D0007476,V001607,P004,F223721,88.91,1473.00,sintetico_con_precio_mensual
D0007477,V001607,P006,F223722,310.461,1823.18,sintetico_con_precio_mensual
D0007478,V001607,P001,F223723,2406.748,879.00,sintetico_con_precio_mensual
D0007479,V001608,P002,F223718,388.151,1626.94,sintetico_con_precio_mensual
D0007480,V001608,P007,F223719,15339.975,1582.38,sintetico_con_precio_mensual
D0007481,V001608,P003,F223720,10438.446,1774.84,sintetico_con_precio_mensual
D0007482,V001608,P004,F223721,287.51,1473.00,sintetico_con_precio_mensual
D0007483,V001608,P006,F223722,10412.58,1823.18,sintetico_con_precio_mensual
D0007484,V001608,P001,F223723,6399.57,879.00,sintetico_con_precio_mensual
D0007485,V001609,P002,F223718,540.036,1626.94,sintetico_con_precio_mensual
D0007486,V001609,P007,F223719,7210.873,1582.38,sintetico_con_precio_mensual
D0007487,V001609,P003,F223720,10294.748,1774.84,sintetico_con_precio_mensual
D0007488,V001609,P004,F223721,176.333,1473.00,sintetico_con_precio_mensual
D0007489,V001609,P006,F223722,4640.651,1823.18,sintetico_con_precio_mensual
D0007490,V001609,P001,F223723,707.109,879.00,sintetico_con_precio_mensual
D0007491,V001610,P003,F245427,5802.112,1877.02,sintetico_con_precio_mensual
D0007492,V001610,P002,F245428,5271.735,1717.44,sintetico_con_precio_mensual
D0007493,V001610,P004,F245429,68.905,1473.00,sintetico_con_precio_mensual
D0007494,V001610,P006,F245430,782.449,1863.91,sintetico_con_precio_mensual
D0007495,V001610,P001,F245431,4223.274,879.00,sintetico_con_precio_mensual
D0007496,V001610,P007,F245432,24260.026,1657.12,sintetico_con_precio_mensual
D0007497,V001611,P003,F245427,2634.623,1877.02,sintetico_con_precio_mensual
D0007498,V001611,P002,F245428,2558.346,1717.44,sintetico_con_precio_mensual
D0007499,V001611,P004,F245429,110.954,1473.00,sintetico_con_precio_mensual
D0007500,V001611,P006,F245430,3271.149,1863.91,sintetico_con_precio_mensual
D0007501,V001611,P001,F245431,13.443,879.00,sintetico_con_precio_mensual
D0007502,V001611,P007,F245432,42417.029,1657.12,sintetico_con_precio_mensual
D0007503,V001612,P003,F245427,13696.370,1877.02,sintetico_con_precio_mensual
D0007504,V001612,P002,F245428,10753.150,1717.44,sintetico_con_precio_mensual
D0007505,V001612,P004,F245429,170.130,1473.00,sintetico_con_precio_mensual
D0007506,V001612,P006,F245430,4618.299,1863.91,sintetico_con_precio_mensual
D0007507,V001612,P001,F245431,6577.461,879.00,sintetico_con_precio_mensual
D0007508,V001612,P007,F245432,37118.833,1657.12,sintetico_con_precio_mensual
D0007509,V001613,P003,F245427,5365.439,1877.02,sintetico_con_precio_mensual
D0007510,V001613,P002,F245428,494.628,1717.44,sintetico_con_precio_mensual
D0007511,V001613,P004,F245429,24.218,1473.00,sintetico_con_precio_mensual
D0007512,V001613,P006,F245430,1695.774,1863.91,sintetico_con_precio_mensual
D0007513,V001613,P001,F245431,1541.044,879.00,sintetico_con_precio_mensual
D0007514,V001613,P007,F245432,32488.181,1657.12,sintetico_con_precio_mensual
D0007515,V001614,P003,F245427,2685.589,1877.02,sintetico_con_precio_mensual
D0007516,V001614,P002,F245428,308.653,1717.44,sintetico_con_precio_mensual
D0007517,V001614,P004,F245429,18.283,1473.00,sintetico_con_precio_mensual
D0007518,V001614,P006,F245430,17775.008,1863.91,sintetico_con_precio_mensual
D0007519,V001614,P001,F245431,3377.27,879.00,sintetico_con_precio_mensual
D0007520,V001614,P007,F245432,3200.046,1657.12,sintetico_con_precio_mensual
D0007521,V001615,P003,F245427,2392.867,1877.02,sintetico_con_precio_mensual
D0007522,V001615,P002,F245428,1767.203,1717.44,sintetico_con_precio_mensual
D0007523,V001615,P004,F245429,32.695,1473.00,sintetico_con_precio_mensual
D0007524,V001615,P006,F245430,2201.063,1863.91,sintetico_con_precio_mensual
D0007525,V001615,P001,F245431,12423.468,879.00,sintetico_con_precio_mensual
D0007526,V001615,P007,F245432,7281.617,1657.12,sintetico_con_precio_mensual
D0007527,V001616,P003,F245427,562.749,1877.02,sintetico_con_precio_mensual
D0007528,V001616,P002,F245428,2509.28,1717.44,sintetico_con_precio_mensual
D0007529,V001616,P004,F245429,1.025,1473.00,sintetico_con_precio_mensual
D0007530,V001616,P006,F245430,17.815,1863.91,sintetico_con_precio_mensual
D0007531,V001616,P001,F245431,3803.781,879.00,sintetico_con_precio_mensual
D0007532,V001616,P007,F245432,55115.988,1657.12,sintetico_con_precio_mensual
D0007533,V001617,P003,F245427,20373.311,1877.02,sintetico_con_precio_mensual
D0007534,V001617,P002,F245428,5909.327,1717.44,sintetico_con_precio_mensual
D0007535,V001617,P004,F245429,2.234,1473.00,sintetico_con_precio_mensual
D0007536,V001617,P006,F245430,6772.891,1863.91,sintetico_con_precio_mensual
D0007537,V001617,P001,F245431,6738.057,879.00,sintetico_con_precio_mensual
D0007538,V001617,P007,F245432,999.288,1657.12,sintetico_con_precio_mensual
D0007539,V001618,P003,F245427,10711.629,1877.02,sintetico_con_precio_mensual
D0007540,V001618,P002,F245428,2186.45,1717.44,sintetico_con_precio_mensual
D0007541,V001618,P004,F245429,43.487,1473.00,sintetico_con_precio_mensual
D0007542,V001618,P006,F245430,1328.321,1863.91,sintetico_con_precio_mensual
D0007543,V001618,P001,F245431,6629.962,879.00,sintetico_con_precio_mensual
D0007544,V001618,P007,F245432,4880.904,1657.12,sintetico_con_precio_mensual
D0007545,V001619,P003,F245427,188.966,1877.02,sintetico_con_precio_mensual
D0007546,V001619,P002,F245428,2387.662,1717.44,sintetico_con_precio_mensual
D0007547,V001619,P004,F245429,34.845,1473.00,sintetico_con_precio_mensual
D0007548,V001619,P006,F245430,916.89,1863.91,sintetico_con_precio_mensual
D0007549,V001619,P001,F245431,254.305,879.00,sintetico_con_precio_mensual
D0007550,V001619,P007,F245432,7107.54,1657.12,sintetico_con_precio_mensual
D0007551,V001620,P003,F245427,4662.392,1877.02,sintetico_con_precio_mensual
D0007552,V001620,P002,F245428,5805.592,1717.44,sintetico_con_precio_mensual
D0007553,V001620,P004,F245429,71.115,1473.00,sintetico_con_precio_mensual
D0007554,V001620,P006,F245430,5295.899,1863.91,sintetico_con_precio_mensual
D0007555,V001620,P001,F245431,3829.15,879.00,sintetico_con_precio_mensual
D0007556,V001620,P007,F245432,23195.044,1657.12,sintetico_con_precio_mensual
D0007557,V001621,P003,F245427,8334.678,1877.02,sintetico_con_precio_mensual
D0007558,V001621,P002,F245428,1325.523,1717.44,sintetico_con_precio_mensual
D0007559,V001621,P004,F245429,8.548,1473.00,sintetico_con_precio_mensual
D0007560,V001621,P006,F245430,3560.885,1863.91,sintetico_con_precio_mensual
D0007561,V001621,P001,F245431,2566.243,879.00,sintetico_con_precio_mensual
D0007562,V001621,P007,F245432,10984.936,1657.12,sintetico_con_precio_mensual
D0007563,V001622,P003,F245427,156.912,1877.02,sintetico_con_precio_mensual
D0007564,V001622,P002,F245428,19321.516,1717.44,sintetico_con_precio_mensual
D0007565,V001622,P004,F245429,8.283,1473.00,sintetico_con_precio_mensual
D0007566,V001622,P006,F245430,753.285,1863.91,sintetico_con_precio_mensual
D0007567,V001622,P001,F245431,712.441,879.00,sintetico_con_precio_mensual
D0007568,V001622,P007,F245432,8632.072,1657.12,sintetico_con_precio_mensual
D0007569,V001623,P003,F245427,214.411,1877.02,sintetico_con_precio_mensual
D0007570,V001623,P002,F245428,12601.365,1717.44,sintetico_con_precio_mensual
D0007571,V001623,P004,F245429,14.031,1473.00,sintetico_con_precio_mensual
D0007572,V001623,P006,F245430,4203.506,,sintetico_con_precio_mensual
D0007573,V001623,P001,F245431,6985.271,879.00,sintetico_con_precio_mensual
D0007574,V001623,P007,F245432,3255.968,1657.12,sintetico_con_precio_mensual
D0007575,V001624,P003,F245427,16009.394,1877.02,sintetico_con_precio_mensual
D0007576,V001624,P002,F245428,1280.587,1717.44,sintetico_con_precio_mensual
D0007577,V001624,P004,F245429,14.618,1473.00,sintetico_con_precio_mensual
D0007578,V001624,P006,F245430,637.697,1863.91,sintetico_con_precio_mensual
D0007579,V001624,P001,F245431,11286.669,879.00,sintetico_con_precio_mensual
D0007580,V001624,P007,F245432,3979.149,1657.12,sintetico_con_precio_mensual
D0007581,V001625,P003,F245427,5397.713,1877.02,sintetico_con_precio_mensual
D0007582,V001625,P002,F245428,9214.396,1717.44,sintetico_con_precio_mensual
D0007583,V001625,P004,F245429,101.542,1473.00,sintetico_con_precio_mensual
D0007584,V001625,P006,F245430,475.036,1863.91,sintetico_con_precio_mensual
D0007585,V001625,P001,F245431,14557.362,879.00,sintetico_con_precio_mensual
D0007586,V001625,P007,F245432,5411.486,1657.12,sintetico_con_precio_mensual
D0007587,V001626,P003,F245427,3904.407,1877.02,sintetico_con_precio_mensual
D0007588,V001626,P002,F245428,3568.078,1717.44,sintetico_con_precio_mensual
D0007589,V001626,P004,F245429,42.28,1473.00,sintetico_con_precio_mensual
D0007590,V001626,P006,F245430,6288.939,1863.91,sintetico_con_precio_mensual
D0007591,V001626,P001,F245431,769.121,879.00,sintetico_con_precio_mensual
D0007592,V001626,P007,F245432,20914.824,1657.12,sintetico_con_precio_mensual
D0007593,V001627,P003,F245427,35842.988,1877.02,sintetico_con_precio_mensual
D0007594,V001627,P002,F245428,24399.137,1717.44,sintetico_con_precio_mensual
D0007595,V001627,P004,F245429,98.949,1473.00,sintetico_con_precio_mensual
D0007596,V001627,P006,F245430,765.625,1863.91,sintetico_con_precio_mensual
D0007597,V001627,P001,F245431,7970.101,879.00,sintetico_con_precio_mensual
D0007598,V001627,P007,F245432,18450.274,1657.12,sintetico_con_precio_mensual
D0007599,V001628,P003,F245427,7691.428,1877.02,sintetico_con_precio_mensual
D0007600,V001628,P002,F245428,770.2,1717.44,sintetico_con_precio_mensual
D0007601,V001628,P004,F245429,161.022,1473.00,sintetico_con_precio_mensual
D0007602,V001628,P006,F245430,718.051,1863.91,sintetico_con_precio_mensual
D0007603,V001628,P001,F245431,7398.095,879.00,sintetico_con_precio_mensual
D0007604,V001628,P007,F245432,942.454,1657.12,sintetico_con_precio_mensual
D0007605,V001629,P003,F245427,6653.98,1877.02,sintetico_con_precio_mensual
D0007606,V001629,P002,F245428,2885.693,1717.44,sintetico_con_precio_mensual
D0007607,V001629,P004,F245429,1.128,1473.00,sintetico_con_precio_mensual
D0007608,V001629,P006,F245430,6074.385,1863.91,sintetico_con_precio_mensual
D0007609,V001629,P001,F245431,915.873,879.00,sintetico_con_precio_mensual
D0007610,V001629,P007,F245432,8609.386,1657.12,sintetico_con_precio_mensual
D0007611,V001630,P003,F245427,809.431,1877.02,sintetico_con_precio_mensual
D0007612,V001630,P002,F245428,458.248,1717.44,sintetico_con_precio_mensual
D0007613,V001630,P004,F245429,9.373,1473.00,sintetico_con_precio_mensual
D0007614,V001630,P006,F245430,8127.072,1863.91,sintetico_con_precio_mensual
D0007615,V001630,P001,F245431,5536.682,879.00,sintetico_con_precio_mensual
D0007616,V001630,P007,F245432,15017.344,1657.12,sintetico_con_precio_mensual
D0007617,V001631,P003,F245427,700.525,1877.02,sintetico_con_precio_mensual
D0007618,V001631,P002,F245428,276.491,1717.44,sintetico_con_precio_mensual
D0007619,V001631,P004,F245429,46.876,1473.00,sintetico_con_precio_mensual
D0007620,V001631,P006,F245430,2675.568,1863.91,sintetico_con_precio_mensual
D0007621,V001631,P001,F245431,8078.437,879.00,sintetico_con_precio_mensual
D0007622,V001631,P007,F245432,33690.834,1657.12,sintetico_con_precio_mensual
D0007623,V001632,P003,F245427,4598.086,1877.02,sintetico_con_precio_mensual
D0007624,V001632,P002,F245428,9866.74,1717.44,sintetico_con_precio_mensual
D0007625,V001632,P004,F245429,135.459,1473.00,sintetico_con_precio_mensual
D0007626,V001632,P006,F245430,5584.393,1863.91,sintetico_con_precio_mensual
D0007627,V001632,P001,F245431,12402.49,879.00,sintetico_con_precio_mensual
